id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2722,Female,22,1,22,1,1-2 Year,Yes,49487,128,177,0
2723,Female,56,1,4,0,1-2 Year,No,31826,80,192,1
2724,Male,79,1,8,0,> 2 Years,Yes,27357,84,173,1
2725,Male,26,1,1,1,> 2 Years,Yes,47375,28,168,1
2726,Male,24,1,36,1,1-2 Year,No,44270,158,125,0
2727,Male,58,1,7,1,< 1 Year,No,33180,50,258,0
2728,Male,37,1,25,1,1-2 Year,Yes,44015,145,181,0
2729,Male,27,1,29,0,1-2 Year,Yes,32767,138,207,1
2730,Male,79,1,1,0,1-2 Year,Yes,41259,95,55,1
2731,Female,43,1,18,1,< 1 Year,No,46065,11,152,1
2732,Male,21,1,4,1,1-2 Year,No,41051,136,156,0
2733,Male,55,1,20,0,1-2 Year,Yes,28963,31,262,1
2734,Female,41,1,46,1,< 1 Year,Yes,43468,101,247,0
2735,Female,31,1,8,1,> 2 Years,Yes,22601,137,119,0
2736,Female,58,1,27,1,> 2 Years,Yes,51663,131,194,1
2737,Female,18,1,39,1,> 2 Years,Yes,39475,13,266,1
2738,Male,34,1,35,0,1-2 Year,No,29327,156,253,1
2739,Female,62,1,25,0,1-2 Year,No,47231,52,3,1
2740,Male,41,1,14,1,> 2 Years,Yes,21039,152,248,1
2741,Male,44,0,44,1,> 2 Years,Yes,47704,10,139,0
2742,Male,24,1,47,0,> 2 Years,Yes,23346,15,111,1
2743,Male,26,1,40,1,< 1 Year,Yes,43262,106,153,1
2744,Male,60,0,31,1,> 2 Years,No,31276,156,137,1
2745,Female,52,1,5,0,> 2 Years,Yes,27926,141,189,1
2746,Female,75,1,17,1,< 1 Year,Yes,56371,59,211,0
2747,Male,29,1,10,0,1-2 Year,Yes,38794,56,241,1
2748,Male,38,1,43,0,1-2 Year,Yes,39787,30,187,1
2749,Female,20,1,16,1,> 2 Years,Yes,39888,64,94,1
2750,Female,32,1,48,0,< 1 Year,No,21262,67,129,0
2751,Male,38,1,4,0,> 2 Years,No,30786,20,129,1
2752,Female,27,0,5,1,< 1 Year,Yes,27561,99,11,0
2753,Male,50,1,42,1,> 2 Years,Yes,40811,27,208,0
2754,Male,63,1,46,1,< 1 Year,Yes,57877,112,29,1
2755,Female,76,1,41,0,< 1 Year,No,24932,140,103,1
2756,Male,69,1,20,0,> 2 Years,Yes,21461,109,239,1
2757,Male,23,1,6,1,> 2 Years,No,39769,41,7,0
2758,Female,19,1,11,0,> 2 Years,Yes,22145,51,166,1
2759,Female,46,1,17,1,< 1 Year,Yes,42331,97,4,0
2760,Male,72,1,41,1,1-2 Year,No,50730,80,228,0
2761,Male,57,0,3,1,< 1 Year,No,26357,29,266,0
2762,Male,50,1,16,0,< 1 Year,Yes,47611,91,54,1
2763,Female,78,1,36,0,< 1 Year,Yes,54511,51,252,0
2764,Male,21,1,26,1,< 1 Year,Yes,50281,59,248,0
2765,Male,76,1,24,1,> 2 Years,No,52801,88,266,0
2766,Female,21,1,47,1,< 1 Year,No,36445,128,236,1
2767,Male,46,1,34,1,> 2 Years,Yes,45678,159,116,0
2768,Male,54,0,20,1,> 2 Years,Yes,47601,137,41,0
2769,Male,79,1,17,0,< 1 Year,Yes,41676,109,263,0
2770,Female,77,1,20,0,> 2 Years,Yes,43134,30,184,1
2771,Male,77,1,16,0,1-2 Year,No,23588,90,20,1
2772,Male,37,1,49,1,> 2 Years,Yes,20352,40,262,1
2773,Female,58,1,4,1,> 2 Years,Yes,37465,7,254,1
2774,Male,40,1,18,1,> 2 Years,Yes,38012,139,16,1
2775,Male,62,1,36,1,> 2 Years,No,24098,3,272,0
2776,Male,35,1,35,1,< 1 Year,Yes,35382,132,98,1
2777,Male,66,1,30,1,< 1 Year,Yes,29006,20,3,1
2778,Male,42,1,18,1,1-2 Year,Yes,40344,5,284,0
2779,Male,18,1,21,0,1-2 Year,No,56387,142,102,0
2780,Male,71,1,32,0,> 2 Years,Yes,33399,141,58,1
2781,Male,32,1,5,1,> 2 Years,No,57173,45,189,0
2782,Female,51,1,41,1,< 1 Year,Yes,20531,53,106,1
2783,Female,65,1,23,0,< 1 Year,Yes,29858,24,168,1
2784,Female,37,1,30,1,< 1 Year,Yes,41890,9,85,0
2785,Female,71,1,27,1,1-2 Year,Yes,29127,56,33,1
2786,Male,54,1,15,1,< 1 Year,No,39706,77,220,0
2787,Female,44,1,41,1,> 2 Years,Yes,48475,77,284,0
2788,Male,39,1,14,1,> 2 Years,No,30181,128,276,1
2789,Female,68,1,21,0,< 1 Year,Yes,28654,128,223,1
2790,Female,22,1,34,0,1-2 Year,Yes,45978,113,180,1
2791,Female,51,1,26,1,> 2 Years,No,54501,42,78,0
2792,Female,56,1,25,1,1-2 Year,No,29428,1,164,0
2793,Male,20,0,45,1,> 2 Years,No,32324,64,225,0
2794,Male,34,1,31,1,< 1 Year,No,28597,72,277,1
2795,Male,79,1,48,0,1-2 Year,No,55891,15,37,1
2796,Male,41,1,6,1,> 2 Years,Yes,45613,69,274,0
2797,Male,41,1,48,1,1-2 Year,Yes,45105,150,18,0
2798,Female,20,1,4,0,1-2 Year,Yes,43665,148,197,1
2799,Female,62,0,24,0,> 2 Years,No,59716,45,76,0
2800,Male,24,1,42,1,> 2 Years,Yes,38282,89,249,0
2801,Female,42,1,31,0,< 1 Year,Yes,41833,80,112,1
2802,Female,73,0,19,0,1-2 Year,No,30271,91,2,1
2803,Female,20,1,11,1,1-2 Year,Yes,24843,63,277,1
2804,Female,32,1,29,0,> 2 Years,Yes,47396,93,272,1
2805,Male,46,1,5,1,1-2 Year,Yes,57716,140,164,0
2806,Female,67,1,18,0,> 2 Years,Yes,36017,7,99,1
2807,Female,46,1,3,1,> 2 Years,Yes,32583,55,84,1
2808,Male,27,1,40,0,< 1 Year,Yes,45439,133,290,1
2809,Male,49,1,11,1,< 1 Year,Yes,40451,47,98,0
2810,Female,40,1,21,1,1-2 Year,No,56739,97,20,1
2811,Male,56,0,30,0,< 1 Year,No,55452,104,76,0
2812,Female,26,1,19,1,> 2 Years,No,59849,43,237,0
2813,Female,54,0,25,0,> 2 Years,Yes,54577,136,151,1
2814,Male,69,1,35,1,< 1 Year,No,50106,86,289,0
2815,Male,57,1,12,1,> 2 Years,Yes,48799,118,135,1
2816,Female,31,1,47,1,1-2 Year,No,43502,78,51,1
2817,Male,21,1,26,1,< 1 Year,No,41948,137,173,0
2818,Male,37,1,48,0,< 1 Year,No,52828,141,48,0
2819,Male,45,1,5,0,1-2 Year,Yes,35241,50,114,1
2820,Male,31,1,19,0,1-2 Year,No,56175,96,79,1
2821,Female,61,1,27,1,> 2 Years,No,51359,78,255,1
2822,Male,51,1,38,1,1-2 Year,Yes,24895,25,192,1
2823,Female,30,1,29,0,> 2 Years,Yes,53431,31,248,1
2824,Male,48,1,12,0,< 1 Year,Yes,42842,49,270,1
2825,Male,50,1,19,0,> 2 Years,No,36351,45,235,1
2826,Female,69,1,9,0,> 2 Years,No,29819,116,44,1
2827,Female,56,1,18,0,< 1 Year,Yes,39136,101,224,1
2828,Male,45,1,29,1,< 1 Year,Yes,50612,7,21,1
2829,Male,42,1,3,1,1-2 Year,Yes,39067,134,217,1
2830,Male,49,0,23,1,> 2 Years,No,59027,50,192,0
2831,Male,26,1,30,1,> 2 Years,Yes,38386,45,56,1
2832,Female,45,1,46,1,> 2 Years,Yes,50377,124,11,1
2833,Male,75,0,24,1,> 2 Years,No,21524,145,57,0
2834,Male,48,1,37,1,< 1 Year,Yes,36231,86,223,1
2835,Male,34,1,37,0,1-2 Year,Yes,38840,87,105,1
2836,Female,70,1,4,0,< 1 Year,Yes,45140,157,214,1
2837,Female,40,1,28,1,1-2 Year,Yes,29608,99,81,1
2838,Male,30,1,16,1,> 2 Years,Yes,56635,120,109,1
2839,Female,72,1,13,1,> 2 Years,Yes,40388,103,38,1
2840,Male,27,1,8,1,> 2 Years,Yes,49756,116,120,0
2841,Male,33,1,48,0,< 1 Year,Yes,31176,148,156,1
2842,Female,23,1,25,1,1-2 Year,Yes,46104,26,7,0
2843,Female,65,1,2,1,> 2 Years,Yes,20369,157,130,1
2844,Female,28,1,30,1,< 1 Year,Yes,45751,7,44,1
2845,Male,75,1,40,1,< 1 Year,Yes,31840,127,194,1
2846,Male,69,1,3,1,1-2 Year,Yes,43127,5,150,0
2847,Female,20,1,23,0,1-2 Year,Yes,41983,134,248,1
2848,Male,45,1,29,0,> 2 Years,No,33147,33,98,1
2849,Male,78,1,41,1,1-2 Year,Yes,34897,33,37,0
2850,Male,58,1,30,1,> 2 Years,Yes,51483,105,139,1
2851,Female,32,1,11,0,> 2 Years,Yes,36357,146,61,1
2852,Male,77,1,21,1,< 1 Year,Yes,40672,142,142,0
2853,Male,30,1,27,1,> 2 Years,Yes,28249,149,72,1
2854,Female,59,1,24,0,< 1 Year,Yes,51212,159,81,1
2855,Male,69,1,31,0,< 1 Year,Yes,27671,81,77,1
2856,Male,73,1,30,0,> 2 Years,Yes,56141,135,232,1
2857,Male,62,1,1,0,< 1 Year,Yes,48791,85,263,1
2858,Male,34,1,1,0,1-2 Year,Yes,41968,71,79,1
2859,Male,24,1,8,0,1-2 Year,Yes,38639,129,110,1
2860,Male,45,0,48,0,< 1 Year,Yes,27660,86,271,1
2861,Female,55,1,42,1,1-2 Year,No,28963,22,235,0
2862,Male,30,1,34,1,1-2 Year,Yes,25755,87,228,0
2863,Female,77,1,16,1,1-2 Year,No,53448,92,206,0
2864,Male,34,1,27,1,> 2 Years,No,35472,46,94,1
2865,Male,32,1,4,1,1-2 Year,Yes,53339,57,190,0
2866,Male,53,1,19,1,< 1 Year,No,21341,76,186,1
2867,Male,45,1,29,1,< 1 Year,No,48170,13,118,0
2868,Female,32,1,41,0,> 2 Years,Yes,38963,37,47,1
2869,Male,63,1,3,1,1-2 Year,Yes,51961,94,292,0
2870,Male,70,1,11,1,> 2 Years,Yes,53118,142,127,1
2871,Female,28,1,8,0,> 2 Years,Yes,52441,37,78,1
2872,Female,73,1,39,0,< 1 Year,Yes,22691,103,4,1
2873,Female,48,1,33,1,< 1 Year,No,59154,91,58,1
2874,Male,21,1,8,0,1-2 Year,Yes,33453,14,247,1
2875,Female,52,1,25,0,> 2 Years,No,39704,130,188,1
2876,Male,51,1,24,1,< 1 Year,Yes,31093,89,200,0
2877,Male,69,1,26,1,> 2 Years,Yes,44214,55,79,0
2878,Male,44,1,26,1,> 2 Years,Yes,25923,37,230,1
2879,Male,27,1,17,1,> 2 Years,Yes,45588,155,155,1
2880,Male,47,1,27,1,> 2 Years,No,34929,86,78,0
2881,Male,62,1,29,0,> 2 Years,Yes,43614,127,7,0
2882,Female,37,1,43,1,< 1 Year,Yes,54521,116,88,1
2883,Male,46,1,39,1,< 1 Year,No,34595,58,193,0
2884,Male,75,0,9,1,< 1 Year,Yes,37579,135,234,0
2885,Male,70,1,14,0,< 1 Year,Yes,53393,141,297,1
2886,Female,46,1,5,1,> 2 Years,Yes,36537,48,74,1
2887,Male,40,1,30,1,< 1 Year,Yes,40896,115,298,1
2888,Male,74,1,28,1,> 2 Years,Yes,44451,156,12,1
2889,Female,67,0,45,1,> 2 Years,Yes,31960,125,292,0
2890,Female,38,1,37,0,> 2 Years,Yes,27406,55,298,1
2891,Male,65,1,8,1,1-2 Year,Yes,25949,97,81,1
2892,Female,60,1,15,1,1-2 Year,Yes,24257,137,276,0
2893,Female,27,1,28,1,1-2 Year,No,52545,114,38,0
2894,Female,58,1,36,1,> 2 Years,Yes,28833,131,133,1
2895,Male,29,1,33,0,< 1 Year,Yes,57162,116,200,1
2896,Female,47,1,6,0,< 1 Year,Yes,38759,130,272,1
2897,Male,78,1,12,1,1-2 Year,No,28724,22,60,0
2898,Male,68,1,7,1,1-2 Year,No,51267,24,96,0
2899,Male,50,1,45,0,1-2 Year,Yes,27034,54,3,1
2900,Male,35,1,28,0,> 2 Years,Yes,44320,145,201,1
2901,Male,31,0,7,1,> 2 Years,Yes,34761,149,122,0
2902,Female,39,1,41,1,> 2 Years,Yes,51887,77,228,1
2903,Male,38,1,1,1,1-2 Year,Yes,40016,63,33,1
2904,Male,18,1,24,1,< 1 Year,No,46747,108,96,1
2905,Male,66,1,45,1,> 2 Years,Yes,28928,115,274,1
2906,Male,60,1,19,0,> 2 Years,Yes,35116,44,260,1
2907,Female,69,1,32,1,1-2 Year,Yes,42700,75,172,0
2908,Male,77,1,30,0,> 2 Years,No,40123,92,238,1
2909,Male,32,1,1,1,> 2 Years,Yes,37825,118,163,1
2910,Male,53,1,32,1,1-2 Year,No,38591,152,98,1
2911,Male,64,1,20,1,< 1 Year,Yes,20088,72,34,1
2912,Male,71,1,21,1,1-2 Year,No,41171,99,113,0
2913,Female,39,1,19,1,> 2 Years,Yes,30371,120,165,1
2914,Female,49,1,30,1,< 1 Year,Yes,29807,106,230,1
2915,Male,75,0,28,0,> 2 Years,Yes,30023,132,188,1
2916,Female,63,1,32,1,> 2 Years,Yes,20107,122,108,1
2917,Female,71,1,30,0,< 1 Year,Yes,40118,159,209,1
2918,Female,50,1,23,1,1-2 Year,Yes,46195,30,279,0
2919,Male,75,0,27,0,1-2 Year,Yes,25506,40,115,1
2920,Male,58,1,37,0,> 2 Years,No,23455,117,34,1
2921,Male,76,1,26,1,> 2 Years,Yes,21005,123,58,0
2922,Female,56,1,3,0,> 2 Years,Yes,36690,14,89,1
2923,Female,40,1,31,0,< 1 Year,No,32568,44,72,1
2924,Male,60,1,2,1,< 1 Year,Yes,49480,132,68,0
2925,Male,72,1,10,1,> 2 Years,Yes,34852,155,134,0
2926,Female,19,1,38,0,1-2 Year,Yes,35551,42,88,1
2927,Female,19,1,19,1,< 1 Year,No,52557,139,212,1
2928,Female,55,1,31,1,< 1 Year,Yes,45494,118,259,1
2929,Female,72,1,29,1,1-2 Year,No,48837,87,23,0
2930,Male,68,1,25,1,< 1 Year,Yes,22948,106,185,1
2931,Male,46,1,32,0,1-2 Year,Yes,55457,32,83,1
2932,Female,69,1,17,0,> 2 Years,Yes,21483,123,129,1
2933,Male,63,1,45,0,1-2 Year,Yes,55249,50,259,1
2934,Male,77,1,49,0,> 2 Years,No,20955,53,279,0
2935,Female,20,1,23,0,< 1 Year,No,53472,132,1,1
2936,Male,56,1,18,0,1-2 Year,No,34688,147,5,1
2937,Female,24,0,11,1,< 1 Year,Yes,34397,71,156,0
2938,Male,53,1,20,1,> 2 Years,Yes,51718,33,69,0
2939,Female,46,1,13,1,> 2 Years,Yes,45083,78,83,1
2940,Male,72,0,24,0,1-2 Year,Yes,54868,125,200,0
2941,Male,54,0,43,0,1-2 Year,No,42024,77,81,1
2942,Female,66,1,20,1,< 1 Year,No,33952,123,281,1
2943,Male,75,1,42,0,> 2 Years,No,40878,83,76,1
2944,Female,53,0,28,1,> 2 Years,Yes,34168,55,238,1
2945,Female,40,1,35,1,> 2 Years,No,48022,9,285,0
2946,Male,62,1,21,1,< 1 Year,Yes,58449,62,235,1
2947,Male,33,1,6,0,1-2 Year,Yes,51218,115,290,1
2948,Male,65,1,7,0,> 2 Years,Yes,38907,48,59,1
2949,Male,48,1,29,1,> 2 Years,No,32385,90,225,1
2950,Female,51,1,23,0,1-2 Year,Yes,54406,68,202,1
2951,Female,67,1,5,0,1-2 Year,Yes,40325,48,210,1
2952,Female,18,0,22,1,> 2 Years,Yes,44591,92,22,0
2953,Female,35,0,9,0,< 1 Year,No,44296,155,181,1
2954,Male,75,1,32,1,1-2 Year,No,42937,115,31,1
2955,Female,79,1,10,0,1-2 Year,Yes,52001,55,215,0
2956,Female,57,0,46,0,< 1 Year,No,46562,71,259,0
2957,Female,60,1,43,0,1-2 Year,Yes,21234,57,174,1
2958,Female,73,1,49,0,> 2 Years,Yes,52951,137,217,1
2959,Male,73,1,28,0,1-2 Year,Yes,26596,98,169,1
2960,Female,32,1,11,0,1-2 Year,Yes,55807,8,13,1
2961,Male,65,1,7,0,> 2 Years,Yes,29907,10,10,1
2962,Male,66,1,30,0,> 2 Years,No,28011,114,62,1
2963,Male,34,1,43,1,> 2 Years,No,44288,45,298,0
2964,Female,61,1,45,1,> 2 Years,Yes,55078,46,296,0
2965,Female,27,1,38,0,> 2 Years,Yes,46746,17,225,1
2966,Female,37,1,34,0,> 2 Years,Yes,55033,82,67,1
2967,Female,23,1,46,1,> 2 Years,Yes,25465,128,15,0
2968,Male,25,1,28,1,> 2 Years,Yes,57792,115,1,1
2969,Female,62,1,32,1,> 2 Years,No,36362,67,272,0
2970,Male,51,1,16,0,> 2 Years,Yes,46629,76,28,0
2971,Male,78,1,39,1,> 2 Years,Yes,46341,68,37,0
2972,Male,49,1,1,1,> 2 Years,Yes,31344,9,54,1
2973,Female,68,1,34,1,> 2 Years,No,59827,52,119,1
2974,Female,71,1,41,0,< 1 Year,Yes,53129,118,213,1
2975,Male,59,1,23,1,> 2 Years,Yes,48712,90,293,1
2976,Male,21,1,20,0,1-2 Year,Yes,25849,101,249,1
2977,Female,61,1,18,0,< 1 Year,Yes,58235,112,150,1
2978,Male,67,1,18,1,> 2 Years,No,58764,91,132,1
2979,Female,56,1,42,0,1-2 Year,Yes,26343,156,44,1
2980,Female,37,1,40,1,< 1 Year,No,36362,58,133,1
2981,Male,41,1,21,1,< 1 Year,Yes,33446,152,255,1
2982,Male,41,1,8,1,< 1 Year,Yes,44732,59,208,1
2983,Female,72,1,34,0,< 1 Year,No,58210,37,184,0
2984,Female,43,1,11,0,1-2 Year,No,50412,104,15,1
2985,Male,42,0,43,0,> 2 Years,Yes,32062,38,153,1
2986,Female,53,1,43,1,1-2 Year,Yes,30498,153,204,1
2987,Male,24,1,10,1,> 2 Years,Yes,32902,15,72,0
2988,Male,27,1,8,0,> 2 Years,No,35717,144,181,0
2989,Female,75,1,47,1,1-2 Year,No,47340,55,67,0
2990,Female,64,1,8,1,> 2 Years,Yes,35178,132,172,1
2991,Male,29,1,19,0,1-2 Year,Yes,35204,26,294,1
2992,Female,18,1,1,1,> 2 Years,Yes,29478,39,189,0
2993,Male,69,1,3,1,< 1 Year,No,40458,127,69,1
2994,Male,67,1,44,1,> 2 Years,Yes,24122,128,46,1
2995,Male,42,1,32,1,< 1 Year,Yes,29222,47,103,0
2996,Female,33,1,48,0,1-2 Year,No,43081,92,239,1
2997,Male,22,1,16,1,< 1 Year,Yes,33532,38,112,1
2998,Male,36,0,30,1,> 2 Years,Yes,40308,100,32,0
2999,Male,21,1,49,0,1-2 Year,Yes,41657,62,252,1
3000,Female,23,1,28,1,1-2 Year,Yes,51292,61,27,1
3001,Female,43,1,28,0,< 1 Year,Yes,44851,118,290,1
3002,Female,66,1,16,1,< 1 Year,Yes,28412,8,117,1
3003,Male,56,1,41,1,> 2 Years,Yes,50286,38,137,0
3004,Female,73,1,33,1,< 1 Year,Yes,27254,106,159,1
3005,Male,72,1,25,1,> 2 Years,Yes,44626,36,74,1
3006,Female,56,1,18,0,1-2 Year,Yes,44449,56,214,0
3007,Female,26,1,26,0,< 1 Year,Yes,31635,45,51,1
3008,Male,62,1,6,1,< 1 Year,Yes,37754,50,161,1
3009,Female,69,1,38,1,> 2 Years,Yes,40368,20,189,1
3010,Male,31,1,44,0,> 2 Years,No,42722,102,236,0
3011,Male,65,1,3,1,< 1 Year,Yes,32231,107,83,1
3012,Male,72,1,43,0,> 2 Years,Yes,31267,92,283,1
3013,Male,26,1,6,1,> 2 Years,Yes,24807,32,139,1
3014,Male,32,0,14,1,1-2 Year,Yes,24488,43,234,1
3015,Female,54,1,18,1,1-2 Year,No,21104,79,28,1
3016,Male,67,1,16,1,< 1 Year,Yes,52329,141,138,1
3017,Female,70,1,24,0,< 1 Year,Yes,25815,2,291,1
3018,Male,37,1,13,1,1-2 Year,Yes,33036,142,274,1
3019,Male,25,1,1,1,> 2 Years,No,29941,143,133,0
3020,Female,49,1,38,1,1-2 Year,Yes,48382,93,158,1
3021,Male,64,1,14,1,1-2 Year,Yes,35211,122,196,1
3022,Male,38,1,17,0,1-2 Year,No,34012,138,190,1
3023,Female,74,0,13,1,1-2 Year,Yes,52968,117,176,0
3024,Male,58,1,13,1,1-2 Year,No,45278,105,112,0
3025,Male,36,1,9,1,> 2 Years,Yes,37266,58,152,0
3026,Male,46,1,6,1,< 1 Year,Yes,58928,99,81,1
3027,Female,75,0,6,1,> 2 Years,Yes,57101,118,171,0
3028,Female,48,1,30,0,< 1 Year,Yes,30689,108,200,1
3029,Female,71,1,37,1,> 2 Years,Yes,29519,62,274,1
3030,Female,23,1,46,0,1-2 Year,Yes,36092,57,161,1
3031,Male,21,1,14,1,> 2 Years,Yes,33424,132,94,0
3032,Male,60,1,4,0,> 2 Years,Yes,27621,78,9,1
3033,Female,46,1,34,0,< 1 Year,Yes,55232,104,180,1
3034,Male,59,1,2,0,> 2 Years,Yes,58693,96,11,1
3035,Male,20,1,17,0,< 1 Year,Yes,48928,123,2,0
3036,Male,18,1,42,0,< 1 Year,Yes,34774,32,283,1
3037,Male,61,1,14,1,> 2 Years,Yes,45737,78,162,0
3038,Female,72,1,17,0,< 1 Year,Yes,41875,40,11,1
3039,Male,32,1,30,1,< 1 Year,No,52566,35,247,0
3040,Male,64,1,43,0,< 1 Year,Yes,29822,15,287,1
3041,Male,38,1,29,0,1-2 Year,Yes,52199,51,56,0
3042,Female,63,1,7,1,> 2 Years,No,51515,20,234,0
3043,Male,75,1,9,0,< 1 Year,Yes,20091,37,147,1
3044,Male,48,1,46,0,1-2 Year,Yes,45071,38,288,1
3045,Female,24,0,23,1,1-2 Year,Yes,22610,149,71,0
3046,Female,34,1,36,0,1-2 Year,No,56498,10,142,1
3047,Male,73,1,14,1,1-2 Year,No,34428,100,173,0
3048,Male,36,1,20,0,1-2 Year,No,40912,137,257,1
3049,Male,56,1,17,1,1-2 Year,Yes,20310,101,180,1
3050,Male,77,1,32,0,> 2 Years,Yes,54861,144,289,1
3051,Male,20,1,25,1,< 1 Year,Yes,27310,107,162,1
3052,Male,47,1,30,0,< 1 Year,Yes,50151,24,121,1
3053,Male,52,0,49,0,> 2 Years,Yes,24067,4,130,0
3054,Male,75,1,27,1,> 2 Years,Yes,38655,118,190,1
3055,Female,74,1,27,1,> 2 Years,Yes,26310,151,19,1
3056,Female,46,1,46,0,> 2 Years,No,41478,42,272,0
3057,Female,67,1,31,0,1-2 Year,Yes,46941,120,134,1
3058,Male,79,0,45,1,> 2 Years,No,29412,92,283,0
3059,Male,69,0,26,0,< 1 Year,Yes,30057,117,209,0
3060,Female,71,1,14,1,> 2 Years,Yes,49604,19,141,0
3061,Male,31,1,48,1,1-2 Year,No,45238,148,77,1
3062,Male,52,1,21,1,> 2 Years,Yes,34047,156,25,1
3063,Male,45,1,28,0,> 2 Years,No,42231,106,169,1
3064,Female,75,1,15,1,< 1 Year,Yes,46499,24,124,0
3065,Female,47,1,30,0,1-2 Year,No,47946,2,165,1
3066,Male,43,1,25,0,< 1 Year,Yes,49706,7,270,1
3067,Male,24,1,11,1,> 2 Years,Yes,46009,124,43,0
3068,Female,56,1,44,1,1-2 Year,No,25621,1,298,0
3069,Male,48,1,11,0,1-2 Year,Yes,32838,139,33,1
3070,Female,22,1,28,0,> 2 Years,Yes,30295,159,144,1
3071,Female,52,1,5,1,> 2 Years,Yes,31108,30,135,1
3072,Female,67,1,28,0,> 2 Years,No,35715,77,16,1
3073,Male,64,1,8,1,< 1 Year,Yes,24207,152,46,1
3074,Male,69,1,26,1,> 2 Years,Yes,59409,18,4,1
3075,Male,31,1,6,1,> 2 Years,No,29523,17,3,0
3076,Female,78,1,32,0,1-2 Year,No,57644,46,275,0
3077,Female,53,1,48,1,< 1 Year,Yes,44634,112,285,1
3078,Male,44,1,32,1,> 2 Years,No,59234,19,236,1
3079,Male,41,1,12,0,> 2 Years,Yes,58324,12,65,0
3080,Female,57,1,6,1,> 2 Years,Yes,38936,82,277,1
3081,Female,46,1,13,0,< 1 Year,Yes,40934,140,225,1
3082,Female,70,1,39,0,< 1 Year,Yes,57420,50,183,1
3083,Male,62,0,40,1,> 2 Years,No,26446,148,89,0
3084,Male,39,0,44,1,1-2 Year,Yes,45805,6,11,0
3085,Female,25,1,34,0,> 2 Years,Yes,25983,129,99,1
3086,Female,32,1,23,1,< 1 Year,Yes,34959,135,39,1
3087,Male,66,0,41,1,< 1 Year,Yes,53520,96,50,0
3088,Male,22,1,45,1,1-2 Year,Yes,54201,55,284,0
3089,Male,69,1,17,0,< 1 Year,No,43454,124,20,1
3090,Male,21,1,45,0,> 2 Years,Yes,49551,109,167,1
3091,Male,28,1,48,0,1-2 Year,No,23195,105,253,1
3092,Female,35,0,1,1,> 2 Years,Yes,27838,15,174,1
3093,Male,59,1,7,0,> 2 Years,Yes,21536,95,200,1
3094,Female,66,1,13,0,< 1 Year,Yes,27341,152,288,1
3095,Male,47,1,14,1,> 2 Years,Yes,36161,29,212,1
3096,Female,32,0,17,1,> 2 Years,Yes,41721,82,84,0
3097,Female,23,1,30,1,> 2 Years,Yes,59605,34,249,0
3098,Male,72,1,48,1,> 2 Years,No,54490,93,9,1
3099,Male,70,1,47,1,< 1 Year,No,28797,37,38,0
3100,Male,33,1,49,1,1-2 Year,Yes,43602,95,124,0
3101,Male,64,1,34,1,< 1 Year,Yes,57207,147,37,1
3102,Female,57,1,27,1,1-2 Year,Yes,48353,151,298,1
3103,Female,26,0,25,1,1-2 Year,Yes,43516,71,151,0
3104,Male,60,1,44,0,> 2 Years,No,20658,6,75,0
3105,Male,76,1,35,0,< 1 Year,Yes,30917,99,206,1
3106,Male,51,1,9,1,< 1 Year,No,34711,55,144,0
3107,Female,44,1,6,1,1-2 Year,Yes,26705,39,39,1
3108,Male,30,1,26,1,< 1 Year,Yes,20859,25,114,0
3109,Male,53,0,38,1,> 2 Years,Yes,57763,98,104,0
3110,Female,44,1,39,1,> 2 Years,Yes,50574,83,155,0
3111,Female,26,1,27,0,1-2 Year,Yes,48148,4,174,0
3112,Male,22,1,40,1,< 1 Year,No,42262,33,20,1
3113,Female,68,1,31,0,< 1 Year,Yes,46870,66,288,0
3114,Male,39,1,3,1,> 2 Years,Yes,23013,130,288,1
3115,Male,48,1,24,1,> 2 Years,Yes,20731,142,119,1
3116,Female,20,1,15,1,1-2 Year,Yes,53459,11,177,1
3117,Female,47,1,6,1,> 2 Years,Yes,43454,34,40,1
3118,Male,38,1,11,0,> 2 Years,Yes,22901,150,5,1
3119,Male,52,0,30,1,< 1 Year,No,25187,42,104,0
3120,Male,23,1,35,0,> 2 Years,Yes,59738,9,265,1
3121,Male,45,1,48,1,1-2 Year,Yes,21442,88,146,1
3122,Male,49,1,38,1,> 2 Years,Yes,52012,29,232,0
3123,Male,59,0,43,1,1-2 Year,Yes,35323,60,1,0
3124,Male,54,1,40,0,< 1 Year,Yes,22913,91,241,1
3125,Female,79,1,29,0,> 2 Years,No,48608,60,134,1
3126,Female,42,1,23,1,< 1 Year,No,54357,126,206,0
3127,Female,49,0,42,1,> 2 Years,Yes,44734,76,216,1
3128,Male,52,1,42,1,< 1 Year,Yes,21072,136,209,0
3129,Female,39,1,3,1,> 2 Years,Yes,57087,106,81,0
3130,Female,41,1,26,1,1-2 Year,Yes,52668,105,236,1
3131,Female,56,1,14,1,> 2 Years,Yes,25167,149,21,1
3132,Female,71,1,19,0,< 1 Year,No,20104,47,291,1
3133,Female,47,1,21,0,1-2 Year,Yes,53729,9,186,1
3134,Male,67,1,21,1,> 2 Years,Yes,20280,78,226,0
3135,Male,49,1,9,0,> 2 Years,No,39940,129,205,0
3136,Female,48,1,13,0,1-2 Year,No,34105,55,142,1
3137,Female,40,0,41,0,1-2 Year,Yes,54207,31,68,1
